ID_MOEDA;DATA_REF;VL_COTACAO
USD;21/05/2015;6,001027346
USD;10/03/2015;7,833384037
USD;31/03/2015;5,554233491
USD;03/12/2015;3,142088413
USD;05/06/2015;2,482273996
USD;17/04/2015;7,744955778
USD;08/06/2015;7,402105808
USD;10/12/2015;1,129608691
USD;31/12/2015;1,26410985
USD;14/04/2015;1,427828133
USD;20/07/2015;7,85864079
USD;12/11/2015;1,345206082
USD;14/10/2015;6,625197172
USD;06/05/2015;4,215642273
USD;08/01/2015;6,270480692
USD;06/08/2015;6,01603812
USD;04/08/2015;5,869218171
USD;29/10/2015;4,940037191
USD;18/02/2015;2,632748485
USD;07/01/2015;2,536341906
USD;30/11/2015;3,697127402
USD;13/10/2015;6,543733776
USD;01/07/2015;6,785557568
USD;20/04/2015;1,038682044
USD;29/05/2015;1,552486777
USD;08/10/2015;1,042397499
USD;07/09/2015;6,281720936
USD;12/01/2015;7,340779722
USD;21/12/2015;4,938289404
USD;29/09/2015;2,126999676
USD;29/04/2015;5,856878519
USD;12/08/2015;6,732030809
USD;29/07/2015;5,307234347
USD;13/01/2015;1,600514412
USD;15/04/2015;2,264051795
USD;01/12/2015;2,027198911
USD;02/12/2015;1,222592294
USD;28/01/2015;3,321994483
USD;16/03/2015;7,75565362
USD;06/04/2015;4,770191848
USD;20/01/2015;6,451329291
USD;10/11/2015;1,195695817
USD;22/06/2015;1,410113692
USD;06/11/2015;7,608852446
USD;03/04/2015;3,021342158
USD;18/06/2015;5,783460617
USD;16/11/2015;2,002077758
USD;23/09/2015;4,373037398
USD;28/12/2015;3,053402722
USD;13/04/2015;5,974045753
USD;01/04/2015;4,044625759
USD;22/09/2015;3,131225348
USD;25/03/2015;1,174819171
USD;17/02/2015;6,854571164
USD;10/07/2015;7,538006783
USD;18/03/2015;2,326354623
USD;12/02/2015;7,820141912
USD;17/09/2015;5,098960221
USD;11/11/2015;7,071410656
USD;13/08/2015;3,231936932
USD;18/05/2015;4,974821866
USD;25/05/2015;3,364796281
USD;09/11/2015;3,16409409
USD;01/10/2015;5,510876358
USD;15/01/2015;2,003832221
USD;25/06/2015;3,211221755
USD;04/03/2015;3,712273359
USD;04/05/2015;2,335705221
USD;19/10/2015;7,119910181
USD;04/09/2015;5,255007267
USD;08/12/2015;6,833036125
USD;21/04/2015;4,410738111
USD;26/08/2015;2,185535729
USD;05/10/2015;5,048530161
USD;04/12/2015;3,679071248
USD;16/04/2015;4,475168407
USD;30/04/2015;5,147738039
USD;11/06/2015;3,648503959
USD;22/05/2015;3,245564997
USD;09/09/2015;2,202195823
USD;16/09/2015;5,513681412
USD;28/08/2015;3,501568019
USD;14/08/2015;2,555033505
USD;13/07/2015;7,919538796
USD;15/12/2015;5,496831894
USD;09/03/2015;1,345025003
USD;23/11/2015;5,81912899
USD;20/10/2015;4,084900379
USD;23/07/2015;2,841468632
USD;14/12/2015;3,496759832
USD;02/07/2015;1,076117396
USD;17/03/2015;1,953365862
USD;17/07/2015;6,351620734
USD;10/09/2015;1,250885248
USD;03/08/2015;5,726329803
USD;04/06/2015;3,047409177
USD;27/02/2015;4,514614403
USD;26/03/2015;3,229011297
USD;28/05/2015;3,948219597
USD;12/03/2015;4,020557284
USD;23/10/2015;4,961097419
USD;09/12/2015;4,776333094
USD;05/11/2015;6,61446929
USD;16/01/2015;2,603483379
USD;06/02/2015;2,019540191
USD;17/12/2015;4,627330184
USD;27/04/2015;2,068696856
USD;10/02/2015;5,667398214
USD;25/09/2015;5,733516634
USD;22/07/2015;2,933659077
USD;30/03/2015;5,261378407
USD;23/06/2015;5,744990528
USD;12/05/2015;6,597721159
USD;21/09/2015;1,736060321
USD;02/09/2015;6,81318295
USD;25/02/2015;3,309245527
USD;19/02/2015;5,922300994
USD;10/06/2015;4,787490726
USD;20/03/2015;4,55616951
USD;04/11/2015;4,498807132
USD;26/01/2015;5,44911176
USD;15/07/2015;5,205251873
USD;23/04/2015;7,941597462
USD;29/06/2015;3,097488344
USD;30/07/2015;6,032327294
USD;01/05/2015;7,249097466
USD;18/08/2015;2,335837066
USD;05/08/2015;5,84515512
USD;06/10/2015;5,598478913
USD;28/10/2015;7,85754931
USD;13/11/2015;3,38349998
USD;09/04/2015;5,526648164
USD;14/09/2015;3,830314279
USD;26/10/2015;7,808164835
USD;11/08/2015;3,788701177
USD;11/03/2015;2,429403126
USD;22/10/2015;4,655298114
USD;03/03/2015;6,853901088
USD;18/12/2015;4,898028553
USD;05/03/2015;3,826182425
USD;03/07/2015;1,883209884
USD;10/08/2015;5,021743834
USD;02/10/2015;3,773085833
USD;15/06/2015;6,484444201
USD;26/11/2015;4,925499141
USD;15/09/2015;4,539320409
USD;28/09/2015;5,967713833
USD;09/10/2015;3,589960396
USD;17/08/2015;2,679798961
USD;30/10/2015;1,864265442
USD;03/09/2015;6,524796426
USD;16/12/2015;7,583102524
USD;20/08/2015;4,227082789
USD;02/03/2015;1,90408361
USD;07/10/2015;6,132287443
USD;29/12/2015;6,421019435
USD;17/11/2015;2,008466005
USD;11/05/2015;1,537450552
USD;05/02/2015;2,678277314
USD;16/06/2015;5,494838357
USD;09/06/2015;1,781831563
USD;08/07/2015;6,010317445
USD;14/07/2015;5,238138556
USD;24/07/2015;3,645688891
USD;28/04/2015;5,666213691
USD;11/12/2015;6,082782388
USD;17/06/2015;7,830904424
USD;24/12/2015;1,212318361
USD;23/03/2015;3,104308426
USD;13/03/2015;2,421960533
USD;03/06/2015;4,432578146
USD;31/08/2015;4,855210066
USD;19/06/2015;1,856028855
USD;21/10/2015;7,946338475
USD;15/05/2015;5,989142895
USD;23/02/2015;7,520883143
USD;23/01/2015;3,358715534
USD;22/01/2015;7,881503046
USD;27/03/2015;1,837492049
USD;02/01/2015;4,857556164
USD;28/07/2015;5,885744333
USD;07/05/2015;7,606664062
USD;20/11/2015;6,349288404
USD;27/07/2015;7,962581336
USD;25/08/2015;5,18827343
USD;05/05/2015;1,966323853
USD;12/10/2015;5,676092505
USD;09/01/2015;2,39747107
USD;21/01/2015;3,786077619
